Category,SubCategory,Property,Amount,Year,Month
Bills,Water & Sewer,Primary,242.81,2018,July
Clothing,Clothing,Primary,9.03,2018,July
Dining Out,Dining Out,Primary,92.84,2018,July
Entertainment,Entertainment,Primary,29.5,2018,July
Gifts,Gifts,Primary,410.22,2018,July
Groceries,Groceries,Primary,583.83,2018,July
Healthcare,Physician,Primary,35,2018,July
Healthcare,Prescriptions,Primary,34.83,2018,July
Hobbies/Leisure,Movies & Video Rentals,Primary,44.98,2018,July
Hobbies/Leisure,Toys & Games,Primary,5.88,2018,July
Household,Yard Service,Primary,189,2018,July
Insurance,Automobile,Primary,279.66,2018,July
Insurance,Homeowner's/Renter's,Primary,171.34,2018,July
Insurance,Homeowner's/Renter's,Investment,44.21,2018,July
Insurance,Insurance - Unassigned,Primary,3.13,2018,July
Insurance,Life,Primary,132.78,2018,July
Investment,Investment,Primary,560,2018,July
Job Expense,Non-Reimbursed,Primary,300,2018,July
Personal Care,Personal Care,Primary,19.95,2018,July
Pet Care,Food,Primary,62.99,2018,July
Taxes,Real Estate Taxes,Primary,758.01,2018,July
Taxes,Real Estate Taxes,Investment,674.6,2018,July
Taxes,Taxes - Unassigned,Primary,0.77,2018,July
Travel/Vacation,Travel,Primary,9.5,2018,July
Automobile,Car Payment,Primary,621.68,2018,August
Automobile,Gasoline,Primary,150,2018,August
Automobile,Maintenance,Primary,316.29,2018,August
Bank Charges,Service Charge,Primary,40.19,2018,August
Bills,Business,Primary,713.52,2018,August
Bills,Cell Phone,Primary,123.53,2018,August
Bills,Electricity,Primary,167.54,2018,August
Bills,Health Club,Primary,33.89,2018,August
Bills,Homeowner's Dues,Primary,42.58,2018,August
Bills,Homeowner's Dues,Investment,22.59,2018,August
Bills,Mortgage Payment,Primary,1436.12,2018,August
Bills,Mortgage Payment,Investment,1573.53,2018,August
Bills,Natural Gas/Oil,Primary,34.81,2018,August
Bills,Online/Internet Service,Primary,73.44,2018,August
Bills,Telephone,Primary,34.05,2018,August
Childcare,Childcare,Primary,174.48,2018,August
Dining Out,Dining Out,Primary,148.56,2018,August
Entertainment,Entertainment,Primary,66.76,2018,August
Groceries,Groceries,Primary,533.49,2018,August
Hobbies/Leisure,Electronics,Primary,22.59,2018,August
Hobbies/Leisure,Entertaining,Primary,92.22,2018,August
Household,Yard Service,Primary,63.47,2018,August
Insurance,Automobile,Primary,279.66,2018,August
Insurance,Homeowner's/Renter's,Primary,85.67,2018,August
Insurance,Homeowner's/Renter's,Investment,44.09,2018,August
Insurance,Insurance - Unassigned,Primary,-0.67,2018,August
Insurance,Life,Primary,132.78,2018,August
Investment,Investment,Primary,560,2018,August
Job Expense,Non-Reimbursed,Primary,212.45,2018,August
Personal Care,Personal Care,Primary,19.95,2018,August
Pet Care,Food,Primary,38.12,2018,August
Taxes,Real Estate Taxes,Primary,758,2018,August
Taxes,Real Estate Taxes,Investment,672,2018,August
Taxes,Taxes - Unassigned,Primary,1.29,2018,August
Travel/Vacation,Travel,Primary,1550.43,2018,August
Automobile,Car Payment,Primary,621.68,2018,September
Automobile,Gasoline,Primary,96.66,2018,September
Bank Charges,Service Charge,Primary,29.19,2018,September
Bills,Cell Phone,Primary,90.4,2018,September
Bills,Electricity,Primary,181.66,2018,September
Bills,Health Club,Primary,68.89,2018,September
Bills,Homeowner's Dues,Primary,42.58,2018,September
Bills,Homeowner's Dues,Investment,119.78,2018,September
Bills,Mortgage Payment,Primary,1436.12,2018,September
Bills,Mortgage Payment,Investment,1573.53,2018,September
Bills,Natural Gas/Oil,Primary,82,2018,September
Bills,Online/Internet Service,Primary,423.44,2018,September
Bills,Telephone,Primary,34.05,2018,September
Dining Out,Dining Out,Primary,17.83,2018,September
Fees,Fees,Primary,20,2018,September
Groceries,Groceries,Primary,533.83,2018,September
Healthcare,Eyecare,Primary,20,2018,September
Healthcare,Prescriptions,Primary,10.16,2018,September
Hobbies/Leisure,Electronics,Primary,22.59,2018,September
Hobbies/Leisure,Entertaining,Primary,18.24,2018,September
Hobbies/Leisure,Toys & Games,Primary,37.83,2018,September
Home Improvement,Home Improvement,Primary,45.08,2018,September
Home Improvement,Home Improvement,Investment,19.44,2018,September
Household,Yard Service,Primary,61.4,2018,September
Insurance,Automobile,Primary,279.66,2018,September
Insurance,Homeowner's/Renter's,Investment,44.09,2018,September
Insurance,Insurance - Unassigned,Primary,2.97,2018,September
Insurance,Life,Primary,132.78,2018,September
Investment,Investment,Primary,560,2018,September
Personal Care,Personal Care,Primary,19.95,2018,September
Taxes,Real Estate Taxes,Primary,750,2018,September
Taxes,Real Estate Taxes,Investment,672,2018,September
Taxes,Taxes - Unassigned,Primary,0.76,2018,September
Travel/Vacation,Travel,Primary,121.42,2018,September
Automobile,Car Payment,Primary,621.68,2018,October
Automobile,Gasoline,Primary,248.42,2018,October
Bank Charges,Service Charge,Primary,49.19,2018,October
Bills,Business,Primary,519.24,2018,October
Bills,Cell Phone,Primary,90.4,2018,October
Bills,Electricity,Primary,171.98,2018,October
Bills,Health Club,Primary,33.89,2018,October
Bills,Homeowner's Dues,Primary,42.58,2018,October
Bills,Homeowner's Dues,Investment,22.59,2018,October
Bills,Mortgage Payment,Primary,1436.12,2018,October
Bills,Mortgage Payment,Investment,1573.53,2018,October
Bills,Natural Gas/Oil,Primary,87.76,2018,October
Bills,Online/Internet Service,Primary,23.48,2018,October
Bills,Telephone,Primary,34.05,2018,October
Bills,Water & Sewer,Primary,164.85,2018,October
Clothing,Clothing,Primary,52.47,2018,October
Dining Out,Dining Out,Primary,72.19,2018,October
Education,Tuition,Primary,710,2018,October
Entertainment,Entertainment,Primary,58.9,2018,October
Fees,Fees,Primary,10.2,2018,October
Groceries,Groceries,Primary,565.26,2018,October
Healthcare,Prescriptions,Primary,28.6,2018,October
Hobbies/Leisure,Electronics,Primary,22.59,2018,October
Hobbies/Leisure,Entertaining,Primary,18.24,2018,October
Hobbies/Leisure,Sporting Goods,Primary,116.45,2018,October
Hobbies/Leisure,Toys & Games,Primary,16.94,2018,October
Home Improvement,Home Improvement,Primary,16.93,2018,October
Insurance,Automobile,Primary,279.66,2018,October
Insurance,Homeowner's/Renter's,Primary,177.66,2018,October
Insurance,Homeowner's/Renter's,Investment,44.09,2018,October
Insurance,Insurance - Unassigned,Primary,11.78,2018,October
Insurance,Life,Primary,132.78,2018,October
Investment,Investment,Primary,560,2018,October
Personal Care,Personal Care,Primary,19.95,2018,October
Pet Care,Food,Primary,16.71,2018,October
Taxes,Taxes - Unassigned,Primary,1.46,2018,October
Automobile,Car Payment,Primary,932.52,2018,November
Automobile,Gasoline,Primary,159.14,2018,November
Bank Charges,Service Charge,Primary,18.99,2018,November
Bills,Cell Phone,Primary,90.4,2018,November
Bills,Electricity,Primary,117.34,2018,November
Bills,Health Club,Primary,33.89,2018,November
Bills,Homeowner's Dues,Primary,42.58,2018,November
Bills,Homeowner's Dues,Investment,22.59,2018,November
Bills,Mortgage Payment,Primary,2154.18,2018,November
Bills,Mortgage Payment,Investment,1573.53,2018,November
Bills,Natural Gas/Oil,Primary,82,2018,November
Bills,Online/Internet Service,Primary,33.88,2018,November
Bills,Telephone,Primary,34.05,2018,November
Dining Out,Dining Out,Primary,115.34,2018,November
Education,Tuition,Primary,325,2018,November
Entertainment,Entertainment,Primary,210.23,2018,November
Fees,Fees,Primary,141.33,2018,November
Groceries,Groceries,Primary,715.82,2018,November
Healthcare,Hospital,Primary,6,2018,November
Healthcare,Physician,Primary,560,2018,November
Hobbies/Leisure,Electronics,Primary,22.59,2018,November
Hobbies/Leisure,Entertaining,Primary,18.24,2018,November
Hobbies/Leisure,Toys & Games,Primary,33.89,2018,November
Insurance,Automobile,Primary,279.66,2018,November
Insurance,Homeowner's/Renter's,Primary,88.83,2018,November
Insurance,Homeowner's/Renter's,Investment,44.09,2018,November
Insurance,Insurance - Unassigned,Primary,2.91,2018,November
Insurance,Life,Primary,132.78,2018,November
Investment,Investment,Primary,640,2018,November
Personal Care,Personal Care,Primary,19.95,2018,November
Pet Care,Food,Primary,7.76,2018,November
Taxes,Taxes - Unassigned,Primary,0.75,2018,November
Automobile,Car Payment,Primary,621.68,2018,December
Automobile,Gasoline,Primary,166,2018,December
Automobile,Maintenance,Primary,33.84,2018,December
Bank Charges,Service Charge,Primary,23.99,2018,December
Bills,Cell Phone,Primary,90.4,2018,December
Bills,Electricity,Primary,129.03,2018,December
Bills,Health Club,Primary,33.89,2018,December
Bills,Homeowner's Dues,Primary,42.58,2018,December
Bills,Homeowner's Dues,Investment,119.78,2018,December
Bills,Medical,Primary,35,2018,December
Bills,Membership Fees,Primary,190.97,2018,December
Bills,Mortgage Payment,Primary,1436.12,2018,December
Bills,Mortgage Payment,Investment,1573.53,2018,December
Bills,Natural Gas/Oil,Primary,82,2018,December
Bills,Online/Internet Service,Primary,33.88,2018,December
Bills,Telephone,Primary,34.05,2018,December
Clothing,Clothing,Primary,83.98,2018,December
Dining Out,Dining Out,Primary,92.37,2018,December
Education,Tuition,Primary,325,2018,December
Fees,Fees,Primary,42.6,2018,December
Groceries,Groceries,Primary,518.99,2018,December
Healthcare,Hospital,Primary,10,2018,December
Healthcare,Physician,Primary,-25,2018,December
Healthcare,Prescriptions,Primary,16.93,2018,December
Hobbies/Leisure,Electronics,Primary,312.98,2018,December
Hobbies/Leisure,Entertaining,Primary,18.24,2018,December
Hobbies/Leisure,Movies & Video Rentals,Primary,27.01,2018,December
Hobbies/Leisure,Toys & Games,Primary,0.24,2018,December
Home Improvement,Home Improvement,Primary,19.98,2018,December
Insurance,Automobile,Primary,279.66,2018,December
Insurance,Credit Card,Primary,0.63,2018,December
Insurance,Homeowner's/Renter's,Primary,88.83,2018,December
Insurance,Homeowner's/Renter's,Investment,44.09,2018,December
Insurance,Life,Primary,132.78,2018,December
Investment,Investment,Primary,5560,2018,December
Personal Care,Personal Care,Primary,19.95,2018,December
Pet Care,Food,Primary,102.26,2018,December
Taxes,Taxes - Unassigned,Primary,0.57,2018,December
Travel/Vacation,Miscellaneous,Primary,290,2018,December
